FID,OID_1,lon,lat,time,content,tags,FID_1,BoroCode,BoroName,CountyFIPS,NTACode,NTAName,Shape_Leng,Shape_Area
102,"1,867",-73.948016999999993,40.774374000000002,Tue Nov 11 18:19:49 +0000 2014,@hellocalla you're right I do how I'm defending cases even. I rarely use them. What phone did you get?,[],31,1,Manhattan,061,MN32,Yorkville,"17,409.210114699999000","13,594,779.769800000000000"
103,"2,049",-73.954322000000005,40.774425000000001,Thu Nov 13 16:41:51 +0000 2014,@dcb97 they are bigamists,[],31,1,Manhattan,061,MN32,Yorkville,"17,409.210114699999000","13,594,779.769800000000000"
104,"2,164",-73.950560999999993,40.775686000000000,Thu Nov 13 17:26:12 +0000 2014,@PatYears I don't really fuck with it that hard.,[],31,1,Manhattan,061,MN32,Yorkville,"17,409.210114699999000","13,594,779.769800000000000"
105,"2,216",-73.949865000000003,40.772658999999997,Thu Nov 13 17:43:52 +0000 2014,"matt: ""brie you're so mean"" 
me: ""fuck you""

most rivetting conversation ever",[],31,1,Manhattan,061,MN32,Yorkville,"17,409.210114699999000","13,594,779.769800000000000"
106,60,-73.952422999999996,40.782832999999997,Sun Nov 09 02:31:46 +0000 2014,@onat_dogan ee olsun o kadarðŸ˜,[],32,1,Manhattan,061,MN40,Upper East Side-Carnegie Hill,"23,778.406405000002000","20,065,329.087200001000000"
107,117,-73.955867999999995,40.787379000000001,Sun Nov 09 02:41:35 +0000 2014,harlem. http://t.co/jNazdrb4n8,[],32,1,Manhattan,061,MN40,Upper East Side-Carnegie Hill,"23,778.406405000002000","20,065,329.087200001000000"
108,150,-73.955963999999994,40.787382999999998,Sun Nov 09 02:46:14 +0000 2014,@Emonnechantel_ you tweeting but ain't text me back.,[],32,1,Manhattan,061,MN40,Upper East Side-Carnegie Hill,"23,778.406405000002000","20,065,329.087200001000000"
109,498,-73.968857000000000,40.769734999999997,Sun Nov 09 03:45:09 +0000 2014,@SimmonsSSW  #welcome #NovemberCohort http://t.co/QoopbcU4jX,"['welcome', 'NovemberCohort']",32,1,Manhattan,061,MN40,Upper East Side-Carnegie Hill,"23,778.406405000002000","20,065,329.087200001000000"
110,518,-73.960485000000006,40.769976000000000,Sun Nov 09 03:52:19 +0000 2014,#sheertalent @centroconvexmty #competition #Nov8 #2014 #highscore #preteenduetâ€¦ http://t.co/dNZ645HD2R,"['sheertalent', 'competition', 'Nov8', 'highscore', 'preteenduet']",32,1,Manhattan,061,MN40,Upper East Side-Carnegie Hill,"23,778.406405000002000","20,065,329.087200001000000"
111,641,-73.960485000000006,40.769976000000000,Sun Nov 09 04:11:28 +0000 2014,#sheertalent @centroconvexmty #competition #Nov8 #2014â€¦ http://t.co/4QHOLu3CnN,"['sheertalent', 'competition', 'Nov8']",32,1,Manhattan,061,MN40,Upper East Side-Carnegie Hill,"23,778.406405000002000","20,065,329.087200001000000"
112,"1,050",-73.960171000000003,40.780729000000001,Sun Nov 09 05:33:58 +0000 2014,QuiÃ©n serÃ¡? #pentagramagroup #panama #enseÃ±ando #elmejordirector #frasierhernandez #yosolamusicaâ€¦ http://t.co/K8LikHtEIj,"['pentagramagroup', 'panama', 'ense\xc3\xb1ando', 'elmejordirector', 'frasierhernandez', 'yosolamusica']",32,1,Manhattan,061,MN40,Upper East Side-Carnegie Hill,"23,778.406405000002000","20,065,329.087200001000000"
113,"1,320",-73.955254999999994,40.786302999999997,Tue Nov 11 15:30:13 +0000 2014,New Initiative Aims to Teach People to Codeâ€”Then Find Them Jobs http://t.co/LTKVd98Rp0,[],32,1,Manhattan,061,MN40,Upper East Side-Carnegie Hill,"23,778.406405000002000","20,065,329.087200001000000"
114,"1,373",-73.972040000000007,40.765127999999997,Tue Nov 11 15:47:20 +0000 2014,CLAIRE @ the Pierre Hotel  http://t.co/bFq18r7f0d  #ClaireKhodara @thepierreny,['ClaireKhodara'],32,1,Manhattan,061,MN40,Upper East Side-Carnegie Hill,"23,778.406405000002000","20,065,329.087200001000000"
