FID,OID_1,lon,lat,time,content,tags,FID_1,BoroCode,BoroName,CountyFIPS,NTACode,NTAName,Shape_Leng,Shape_Area
637,"1,061",-73.970951999999997,40.753273000000000,Sun Nov 09 05:42:43 +0000 2014,Boa noite â¤ï¸ #DudaeNeto @ http://t.co/aMr1yXUIJZ http://t.co/zUj0fl7l2O,['DudaeNeto'],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
638,"1,111",-73.976303000000001,40.754593000000000,Sun Nov 09 05:48:47 +0000 2014,"We all know why we're here. A little fun, a little music, a little whiskey, a little beer.",[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
639,"1,139",-73.977388000000005,40.752673999999999,Tue Nov 11 14:39:29 +0000 2014,#latergram #stepaside #nyc @ Grand Central Terminal http://t.co/mxzlYPXlUz,"['latergram', 'stepaside', 'nyc']",94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
640,"1,163",-73.970701000000005,40.758392000000001,Tue Nov 11 14:52:25 +0000 2014,"I'm at Subway Lexington Av/53 St in New York, NY https://t.co/fULhQFQNwJ",[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
641,"1,223",-73.972499999999997,40.758578000000000,Tue Nov 11 15:05:22 +0000 2014,It's a ghost town in the office today except for the #Equities #trading floor. Nice and quiet @â€¦ http://t.co/7jDMXLZhLj,"['Equities', 'trading']",94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
642,"1,350",-73.968934000000004,40.760370999999999,Tue Nov 11 15:41:03 +0000 2014,@Steve_Kells you going to Central Park today?,[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
643,"1,403",-73.969382999999993,40.758484000000003,Tue Nov 11 15:55:35 +0000 2014,"I spied one of my favorite design superheroes in the magazine rack , or maybe HE spied ME!â€¦ http://t.co/U5YnG8ekZp",[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
644,"1,437",-73.968694999999997,40.758097999999997,Tue Nov 11 16:02:36 +0000 2014,@NPRHealth: How Much Sugar Is Too Much? A New Tool Sheds Some Light http://t.co/MawS1hR2U6 def helpful but #foodlabels not straightforward,['foodlabels'],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
645,"1,597",-73.974554999999995,40.755445000000002,Tue Nov 11 16:51:47 +0000 2014,@deadmau5 Excited for tonight! Thanks for choosing to do this here in NY,[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
646,"1,613",-73.976523999999998,40.754097999999999,Tue Nov 11 16:55:53 +0000 2014,Pizza Tuesday pizza Tuesday pizza Tuesday #itsthelittlethings #likefreelunchatwork,"['itsthelittlethings', 'likefreelunchatwork']",94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
647,"1,637",-73.975678000000002,40.751967000000000,Tue Nov 11 17:06:46 +0000 2014,Please mud don't Spread!,[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
648,"1,656",-73.967815999999999,40.761428000000002,Tue Nov 11 17:08:51 +0000 2014,@BlueshirtBanter AV is trying to rally the fans together around a common enemy. Tactical genius,[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
649,"1,714",-73.967780000000005,40.749011000000003,Tue Nov 11 17:30:36 +0000 2014,"@salehlaw ØªØ¹Ø§Ù„ Ø§Ø­ØªØ§Ø¬ Ø±Ø¬Ù„ Ø¯ÙˆÙ„Ù‡ Ù…Ø«Ù„Ùƒ Ø§Ù„ÙˆØ¶Øº Ù…Ø²Ø±ÙŠ 

Ø§Ù„Ø¶ÙŠÙ‚ ÙŠÙ„ÙƒÙ„Ù†ÙŠ Ù…Ù† Ø§Ù„Ø´Ù‚ Ù„Ù„Ø´Ù‚",[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
650,"1,758",-73.967179000000002,40.758633000000003,Tue Nov 11 17:46:09 +0000 2014,well that's no fun. â€œ@JerzeyKidd: Not sending anymore mentions to anyone...â€,[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
651,"1,888",-73.977293000000003,40.752769000000001,Tue Nov 11 18:20:52 +0000 2014,Work lunches are the best lunches,[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
652,"1,937",-73.970563999999996,40.754393999999998,Tue Nov 11 18:36:57 +0000 2014,Thank you today and everyday #VeteransDay http://t.co/yxaJIL3Rs8,['VeteransDay'],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
653,"1,941",-73.967173000000003,40.758605000000003,Tue Nov 11 18:36:27 +0000 2014,â€œ@LilcsBeats: @dulcitaa_ you didnt get any tallerâ€ I literally just went to the comic &amp; checked. I am 5ft &amp; 1/5 (:,[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
654,"1,958",-73.970456999999996,40.756292999999999,Tue Nov 11 18:46:16 +0000 2014,"Ð² ÑÑ‚Ð¾Ñ‚ Ñ€Ð°Ð· Ð² NY Ð¼Ð½Ðµ Ð¿Ð¾Ð²ÐµÐ·Ð»Ð¾ Ñ ÐµÐ´Ð¾Ð¹: Ð² Ð¾Ð±Ð¾Ð¸Ñ… Ñ€ÐµÐºÐ¾Ð¼ÐµÐ½Ð´Ð¾Ð²Ð°Ð½Ð½Ñ‹Ñ… Yelp'Ð¾Ð¼ Ð¼ÐµÑÑ‚Ð°Ñ…, Ð³Ð´Ð",[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
655,"1,979",-73.973788999999996,40.756466000000003,Tue Nov 11 18:52:27 +0000 2014,"I'm at Waldorf Astoria New York - @waldorfnyc in New York, NY https://t.co/LfguZQiq0f",[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
656,"2,000",-73.968127999999993,40.761490000000002,Tue Nov 11 19:01:45 +0000 2014,It's 66 degrees today aka it's really hot in the city.,[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
657,"2,012",-73.971504999999993,40.757693000000003,Tue Nov 11 19:11:02 +0000 2014,"I'm at MTA Subway - 51st St (6) - @nyctsubwayscoop in New York, NY https://t.co/7B4mnyoy2v",[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
658,"2,114",-73.967470000000006,40.758873000000001,Thu Nov 13 17:09:37 +0000 2014,"I have not been flossing. ðŸ˜¬ (@ Dr. Inna Chern in New York, NY) https://t.co/WK8OY0kMRy",[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
659,"2,131",-73.973080999999993,40.752825000000001,Thu Nov 13 17:14:48 +0000 2014,@natekessman Thank you for sharing!  We can see the action and enthusiasm!,[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
660,"2,194",-73.972339000000005,40.751925999999997,Thu Nov 13 17:30:54 +0000 2014,I also walked into a taco place and went behind the kitchen and made tacos for people while the guy smoked a blunt???,[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
661,"2,209",-73.963593000000003,40.755332000000003,Thu Nov 13 17:39:12 +0000 2014,"This is real good 
http://t.co/ZShzp1BgGX",[],94,1,Manhattan,061,MN19,Turtle Bay-East Midtown,"21,638.781206500000000","17,397,872.040899999000000"
662,94,-73.962294000000000,40.761724999999998,Sun Nov 09 02:32:46 +0000 2014,A playboy model that me and andrew love just liked my selfie,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
663,207,-73.954735999999997,40.768776000000003,Sun Nov 09 02:57:35 +0000 2014,"Wow, thanks @Cosmopolitan @Maybelline and @ExpressLife for the goodies! #FunFearlessLife http://t.co/rcrPGN1mlV",['FunFearlessLife'],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
664,343,-73.962946000000002,40.760990000000000,Sun Nov 09 03:21:38 +0000 2014,Flowers? For me? You shouldn't! @ The Jeffrey Craft Beer &amp; Bites http://t.co/AUbvJUMEE2,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
665,431,-73.943386000000004,40.769559000000001,Sun Nov 09 03:36:21 +0000 2014,@ESPNNFL @RAIDERS I hope so,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
666,585,-73.955753999999999,40.772244000000001,Sun Nov 09 04:01:08 +0000 2014,"Wine time with Sarah and Anna #girlsnight (@ UVA Wine Bar &amp; Restaurant - @uvanyc in New York, NY) https://t.co/DE7tDEtEpY",['girlsnight'],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
667,590,-73.961506000000000,40.767203000000002,Sun Nov 09 04:01:38 +0000 2014,For sale. http://t.co/YypBuP4bXm,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
668,644,-73.959502000000001,40.763188999999997,Sun Nov 09 04:15:37 +0000 2014,Or maybe it's bc DeBlasio is an ass and made the speed limit 25,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
669,704,-73.949892000000006,40.769615000000002,Sun Nov 09 04:25:55 +0000 2014,Be back in Hampton tomorrow.. But the gas out here is gonna be missed,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
670,786,-73.954858000000002,40.768856000000000,Sun Nov 09 04:46:10 +0000 2014,@chrissyteigen you killed it. Let's get cocktails sometime and you can teach me how to be funny. #FunFearlessLife http://t.co/nqxueDv7Ll,['FunFearlessLife'],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
671,842,-73.950744000000000,40.770780000000002,Sun Nov 09 04:53:28 +0000 2014,@leassthetic no time soon.,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
672,959,-73.962317999999996,40.761736999999997,Sun Nov 09 05:21:00 +0000 2014,My Brazilian agate is beautiful â¤ï¸â¤ï¸â¤ï¸ http://t.co/YiU9oRg7iN,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
673,960,-73.950868000000000,40.770755999999999,Sun Nov 09 05:18:57 +0000 2014,ain't shit sweeter than revenge.,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
674,"1,258",-73.954245000000000,40.765673999999997,Tue Nov 11 15:15:12 +0000 2014,Where do broken go is my new favorite song,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
675,"1,351",-73.956784999999996,40.764226000000001,Tue Nov 11 15:42:38 +0000 2014,"I'm at Memorial Sloan-Kettering Cancer Center in New York, NY https://t.co/75OAcad4S1",[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
676,"1,371",-73.962300999999997,40.761718999999999,Tue Nov 11 15:46:48 +0000 2014,How may I buy bulk seaweed,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
677,"1,389",-73.956974000000002,40.765681000000001,Tue Nov 11 15:51:57 +0000 2014,New York City is Ebola free http://t.co/GMEirYIO7i,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
678,"1,402",-73.956954999999994,40.767671000000000,Tue Nov 11 15:58:12 +0000 2014,@ChicoDudoso @NotasDeArjona hasta que un dÃ­a pasa.,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
679,"1,646",-73.958068999999995,40.763128999999999,Tue Nov 11 17:08:21 +0000 2014,Transformation Tuesday lolol #tt #smh http://t.co/eiwZ5rIKTV,"['tt', 'smh']",95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
680,"1,678",-73.957260000000005,40.765777999999997,Tue Nov 11 17:20:45 +0000 2014,@a41921338 ç§ãŸã¡ã‚’ã€æ¬¡ã®ã€ãã—ã¦ç§ãŸã¡ã®éŸ³æ¥½ã‚’å…±æœ‰ã™ã‚‹ãŸã‚ã®ã‚ã‚ŠãŒã¨ã†ã”ã–ã„ã¾ã—ãŸã€,"['Edisun', 'Silence']",95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
681,"1,816",-73.958995000000002,40.765742000000003,Tue Nov 11 18:00:40 +0000 2014,Listening to the #Columbia #feminists in my creative writing class debate the TV show #Girls is the funniest thing I've heard in a while.,"['Columbia', 'feminists', 'Girls']",95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
682,"2,001",-73.958349999999996,40.772727000000003,Tue Nov 11 19:04:50 +0000 2014,@nicole_onofreo @achung626 You've literally been writing this paper for like 3 months ðŸ‘Œ,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
683,"2,263",-73.962581999999998,40.761727999999998,Thu Nov 13 17:54:42 +0000 2014,Will I ever find a suitable vase for my porcupine quills jw,[],95,1,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,"37,707.541618600000000","21,500,080.715000000000000"
684,6,-73.962314000000006,40.710109000000003,Sun Nov 09 02:19:54 +0000 2014,@TeriSecrest Successful entrepreneur-- Awesome you want to buy a rock n roll band? house trainable and perform on command!,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
685,20,-73.962391999999994,40.710089000000004,Sun Nov 09 02:20:56 +0000 2014,@TeriSecrest (Thanks for the follow!),[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
686,146,-73.962318999999994,40.710141000000000,Sun Nov 09 02:46:16 +0000 2014,Ethan Isaac fact of the week: Only drinks Vodka Gimlets with Rosa's Lime Juice.,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
687,149,-73.965317999999996,40.718578000000001,Sun Nov 09 02:43:40 +0000 2014,CHEF HERE,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
688,258,-73.955704999999995,40.714145000000002,Sun Nov 09 03:07:26 +0000 2014,"Rainbow Jackson knittingfactory 
#rainbowjackson #williamsburg @ Knitting Factory Brooklyn http://t.co/LYSb1dTA2n","['rainbowjackson', 'williamsburg']",98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
689,317,-73.954954000000001,40.713011000000002,Sun Nov 09 03:14:23 +0000 2014,Maya Hayuk post Matisse cut outs. @ Cinders Gallery http://t.co/tFe8hNBdKO,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
690,352,-73.957121999999998,40.718817000000001,Sun Nov 09 03:20:05 +0000 2014,I LOVE BROOKLYN,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
691,371,-73.958127000000005,40.717500000000001,Sun Nov 09 03:26:31 +0000 2014,Welcome to #Brooklyn #BefordAve #williamsburg #hipster ville #subway #mta #photography @ Bedford Avenue http://t.co/Z7VuT8xyO9,"['Brooklyn', 'BefordAve', 'williamsburg', 'hipster', 'subway', 'mta', 'photography']",98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
692,377,-73.964715999999996,40.714179000000001,Sun Nov 09 03:25:57 +0000 2014,@davidehrlich I don't follow it! @billyeichner faved the tweet and I related to it!,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
693,417,-73.961718000000005,40.719248999999998,Sun Nov 09 03:31:10 +0000 2014,"Chris Malinchaaaaak! (@ Music Hall of Williamsburg for 'Brooklyn Electronic Music Festival' in Brooklyn, NY) https://t.co/VGOcDSkHtK",[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
694,455,-73.957339000000005,40.711902000000002,Sun Nov 09 03:36:21 +0000 2014,Happy birthday to one cool dude! #pinballwizard @ Jackbar http://t.co/illUga6QLL,['pinballwizard'],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
695,468,-73.966407000000004,40.711132999999997,Sun Nov 09 03:44:06 +0000 2014,"#iLoveVinyl (at @TBABrooklyn in Brooklyn, NY) https://t.co/CeJsB1lhoN",['iLoveVinyl'],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
696,506,-73.960801000000004,40.714236000000000,Sun Nov 09 03:51:49 +0000 2014,#porkbelly #mussels #foodporn #datenight @ Cadaques http://t.co/i2QhnmnayI,"['porkbelly', 'mussels', 'foodporn', 'datenight']",98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
697,604,-73.958145000000002,40.721702000000001,Sun Nov 09 04:06:16 +0000 2014,Birthday Babes! #AoK27 @ Kinfolk http://t.co/vsqjH7QGRx,['AoK27'],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
698,674,-73.954166999999998,40.714899000000003,Sun Nov 09 04:20:16 +0000 2014,"Pit stop (at @PinkertonWine Bar in Brooklyn, NY) https://t.co/jpPPIhB1YV",[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
699,691,-73.958242999999996,40.710462999999997,Sun Nov 09 04:21:48 +0000 2014,Life status: 420 followers. #420 #justsaying,['justsaying'],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
700,737,-73.953345999999996,40.715916000000000,Sun Nov 09 04:33:13 +0000 2014,.@OuiMaelle  with child @ Comic Arts Brooklyn http://t.co/yznFrQuYey,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
701,738,-73.962496999999999,40.710228000000001,Sun Nov 09 04:34:15 +0000 2014,this venue ðŸ˜ this event ðŸ˜ .... #lovewhatyoudo #photographerlife #steinerstudios #weylinBseymoursâ€¦ http://t.co/z48KVnDuIF,"['lovewhatyoudo', 'photographerlife', 'steinerstudios', 'weylinBseymours']",98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
702,741,-73.963437999999996,40.710084000000002,Sun Nov 09 04:32:10 +0000 2014,shout out tony @ Baby's All Right http://t.co/GPy2ycSzPS,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
703,764,-73.955181999999994,40.722419000000002,Sun Nov 09 04:37:24 +0000 2014,I forgot my beanie and black rimmed glasses at home. Oh well...#mangobaccardigotyoudancinâ€¦ http://t.co/AeJyUYn0Jy,['mangobaccardigotyoudancin'],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
704,769,-73.966645000000000,40.715133999999999,Sun Nov 09 04:41:28 +0000 2014,ðŸ˜ @saintseneca the BEST! So sad this place is closing too! Hope this isn't my last show here beforeâ€¦ http://t.co/FX0QlHSbKB,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
705,779,-73.951151999999993,40.711284999999997,Sun Nov 09 04:39:26 +0000 2014,Just posted a photo @ Santos Anne http://t.co/gcJkwYiGXe,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
706,847,-73.958268000000004,40.710590000000003,Sun Nov 09 04:54:01 +0000 2014,Pretty impressive when a guy tries to take the perfect photo with a person &amp; it's not even a selfie. #truth #justsaying,"['truth', 'justsaying']",98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
707,853,-73.958539000000002,40.710878000000001,Sun Nov 09 04:55:31 +0000 2014,Alrighhht. My ugly self will stop burdening ya'll timelines with picturesâœŒï¸,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
708,871,-73.957344000000006,40.718001999999998,Sun Nov 09 04:57:38 +0000 2014,""I was at your apartment last night."" ""No you were not."" ""Are you Dan?"" ""No."" @brandonnsargent #unreal,['unreal'],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
709,941,-73.962665000000001,40.710196000000003,Sun Nov 09 05:14:12 +0000 2014,Congrats to #steinerstudios for a stellar 10 years! Beautiful venue at Weylin Seymour banquet hall in Brooklyn! http://t.co/xhIz0Xd5ou,['steinerstudios'],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
710,"1,029",-73.966367000000005,40.712763000000002,Sun Nov 09 05:32:20 +0000 2014,"I'm at @TheWoodsBk in Brooklyn, NY https://t.co/qv3ycqUZ0m",[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
711,"1,034",-73.958566000000005,40.713306000000003,Sun Nov 09 05:35:29 +0000 2014,"â€œ@WORLDSTARVlNE: NIGGA DAMN ðŸ˜³ http://t.co/vx4r3wdN4Qâ€ why I don't hit guys, joke or not ðŸ˜¶ðŸ˜³ðŸ˜³",[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
712,"1,049",-73.961557999999997,40.714163999999997,Sun Nov 09 05:35:00 +0000 2014,Brooklyn knows how to make a drink. #NYC #Brooklyn @ Maison Premiere http://t.co/HqdUXPrsmQ,"['NYC', 'Brooklyn']",98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
713,"1,052",-73.961545999999998,40.716563000000001,Sun Nov 09 05:38:36 +0000 2014,"Innovation is innovation, regardless of where your record is played",[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
714,"1,072",-73.961671999999993,40.716591000000001,Sun Nov 09 05:40:41 +0000 2014,"@JonTanners holy shit. As someone whose first entirely-memorized rap songâ„¢ was that, I'm incensed",[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
715,"1,116",-73.958618000000001,40.713299999999997,Sun Nov 09 05:44:14 +0000 2014,Why did I cut my hair? ðŸ˜© http://t.co/y7XpFZ0oZJ,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
716,"1,124",-73.950703000000004,40.711074000000004,Sun Nov 09 05:44:47 +0000 2014,"I'm at Redd's Tavern in Brooklyn, NY https://t.co/c2GAkDqMES",[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
717,"1,170",-73.955551000000000,40.713344999999997,Tue Nov 11 14:49:17 +0000 2014,matches upon matches and you get them with every purchase! watch out for the launch! #tinyClient #wipâ€¦ http://t.co/kaUTK4ijex,"['tinyClient', 'wip']",98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
718,"1,205",-73.963866999999993,40.719043999999997,Tue Nov 11 14:59:40 +0000 2014,""I'm sick of your tattoos and the way you don't appreciate Brand New... Or me"" - ME SINGING LYRICS TO U,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
719,"1,391",-73.957089999999994,40.712229000000001,Tue Nov 11 15:50:26 +0000 2014,à¼¼ à¼Žàº¶ à·´ à¼Žàº¶à¼½ too hyped,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
720,"1,555",-73.957723999999999,40.721133999999999,Tue Nov 11 16:38:51 +0000 2014,@carofergolu no estoy viviendo en Chile :/,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
721,"1,713",-73.958326000000000,40.721308000000001,Tue Nov 11 17:33:13 +0000 2014,"@poshpeep Thank you for following us! Keep an eye out for the launch of our platform, coming soon.",[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
722,"1,715",-73.966573999999994,40.707493999999997,Tue Nov 11 17:31:09 +0000 2014,LAST NIGHT WAS,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
723,"1,786",-73.960015999999996,40.719754000000002,Tue Nov 11 17:53:54 +0000 2014,@simonoblique I'm up at Cafe Mogador. See you in a bit.,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
724,"1,889",-73.962230000000005,40.721701000000003,Tue Nov 11 18:23:57 +0000 2014,Relaxing on the beach with this beautiful view â˜€ï¸ðŸŒŠ @ East River State Park http://t.co/9dP276hONh,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
725,"1,945",-73.951072999999994,40.710476999999997,Tue Nov 11 18:41:06 +0000 2014,Toffee scarf paired with the heather grey knit hat http://t.co/t4IeS1WDu6,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
726,"1,954",-73.962121999999994,40.719576000000004,Tue Nov 11 18:41:06 +0000 2014,I listen to Ironman way more often than OB4CL.,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
727,"2,067",-73.967226999999994,40.707417000000000,Thu Nov 13 16:57:03 +0000 2014,"@theQuietus @AzarSwan @jennihensler so thrilled to have been a part of this, it looks beautiful!  ðŸ’œ",[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
728,"2,105",-73.953760000000003,40.714249000000002,Thu Nov 13 17:12:12 +0000 2014,Mini Dinosaurs thoðŸŒµ ðŸŠðŸ²ðŸ‰ðŸŒ± #terrariums #vscocam #vsco #vscogram #vsconyc #weisted #greenthumbâ€¦ http://t.co/aN8s0oKGli,"['terrariums', 'vscocam', 'vsco', 'vscogram', 'vsconyc', 'weisted', 'greenthumb']",98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
729,"2,171",-73.955859000000004,40.713529000000001,Thu Nov 13 17:26:12 +0000 2014,@Clevcat product placement http://t.co/k6P6k0unZo,[],98,3,Brooklyn,047,BK73,North Side-South Side,"28,145.428839500000000","28,868,408.350000001000000"
